Nama_Hotel,Top_Positif_Phrase,Bobot_Pos,Top_Negatif_Phrase,Bobot_Neg
Harris Hotel&Convention Festival Citylink Bandung,pelayanan ramah,0.9899,orang lain,-1.1249
Harris Hotel&Convention Festival Citylink Bandung,pusat perbelanjaan,0.9897,kurang ramah,-1.1213
Harris Hotel&Convention Festival Citylink Bandung,tidak terlalu,0.9341,tidak nyaman,-1.0781
Harris Hotel&Convention Festival Citylink Bandung,tempat strategis,0.9301,baru kali,-1.0497
Harris Hotel&Convention Festival Citylink Bandung,sama mall,0.929,gak bsa,-1.025
Harris Vertu Hotel Harmoni-Jakarta,vertu harmoni,1.3633,tidak ramah,-1.424
Harris Vertu Hotel Harmoni-Jakarta,terima kasih,1.2669,tidak nyaman,-1.1318
Harris Vertu Hotel Harmoni-Jakarta,makanannya enak,1.2554,minta maaf,-1.0146
Harris Vertu Hotel Harmoni-Jakarta,pelayanan baik,1.2304,pelayanan buruk,-1.0073
Harris Vertu Hotel Harmoni-Jakarta,staff ramah,1.2294,mandi tidak,-0.9908
Harris Vertu Hotel Harmoni-Jakarta,makanan enak,1.1924,mereka tidak,-0.9445
Harris Vertu Hotel Harmoni-Jakarta,mba yati,1.1643,harus menunggu,-0.8321
Harris Vertu Hotel Harmoni-Jakarta,ching ching,1.1579,bau rokok,-0.8076
Harris Vertu Hotel Harmoni-Jakarta,kamarnya bersih,1.1535,kurang baik,-0.7587
Harris Vertu Hotel Harmoni-Jakarta,bersih nyaman,1.1189,mesin kopi,-0.7348
Holiday Inn Bali Sanur,dekat pantai,0.8492,tetapi tidak,-1.1746
Holiday Inn Bali Sanur,tidak terlalu,0.6492,petugas keamanan,-1.1209
Holiday Inn Bali Sanur,terima kasih,0.5079,menginap sana,-0.8832
Holiday Inn Bali Sanur,kamarnya bersih,0.4356,hanya ingin,-0.8672
Holiday Inn Bali Sanur,ramah membantu,0.423,sofa bednya,-0.8285
Holiday Inn Bali Sanur,sarapannya enak,0.4152,luar jendela,-0.8247
Holiday Inn Bali Sanur,terbaik sanur,0.3799,ramah tetapi,-0.7789
Holiday Inn Bali Sanur,lokasi bagus,0.3785,anda harus,-0.7488
Holiday Inn Bali Sanur,tidak banyak,0.3777,satu hal,-0.7249
Holiday Inn Bali Sanur,kolam renang atapnya,0.3726,menginap dua,-0.7197
Holiday Inn Bandung Pasteur,pelayanan ramah,1.5336,parkir mahal,-1.3444
Holiday Inn Bandung Pasteur,makanannya enak,1.4201,tidak ramah,-1.2063
Holiday Inn Bandung Pasteur,makanan enak,1.1748,jam pagi,-1.1452
Holiday Inn Bandung Pasteur,hotelnya bagus,1.0998,tidak sesuai,-1.0898
Holiday Inn Bandung Pasteur,lokasi strategis,1.0168,sayang tidak,-1.0673
Holiday Inn Bandung Pasteur,pelayanan baik,1.0055,mengalami hal,-0.9644
Holiday Inn Bandung Pasteur,menginap disini,0.9762,tidak nyaman,-0.8898
Holiday Inn Bandung Pasteur,baik ramah,0.9632,agar tidak,-0.8483
Holiday Inn Bandung Pasteur,kamarnya nyaman,0.9264,baik lagi,-0.7725
Holiday Inn Bandung Pasteur,breakfast enak,0.9164,makanan tidak,-0.7717
Holiday Inn Cikarang Jababeka,makanan enak,1.1563,kurang ramah,-1.7821
Holiday Inn Cikarang Jababeka,fasilitas lengkap,0.9256,kurang bagus,-1.6047
Holiday Inn Cikarang Jababeka,kawasan industri,0.9222,hari minggu,-1.5485
Holiday Inn Cikarang Jababeka,tempat nyaman,0.9134,tidak nyaman,-1.4265
Holiday Inn Cikarang Jababeka,kolam renang,0.9068,berada basement,-1.3747
Holiday Inn Cikarang Jababeka,bagus nyaman,0.8643,ga tau,-1.3359
Holiday Inn Cikarang Jababeka,makanannya enak,0.8236,tidak sopan,-1.3009
Holiday Inn Cikarang Jababeka,pelayanan bagus,0.8146,kurang nyaman,-1.2612
Holiday Inn Cikarang Jababeka,kolam renangnya,0.7789,makan malam,-1.255
Holiday Inn Cikarang Jababeka,bersih nyaman,0.7466,cocok dilidah,-1.2117
Holiday Inn Resort Batam,kamarnya luas,0.6503,kurang baik,-1.2584
Holiday Inn Resort Batam,stafnya ramah,0.6074,tidak nyaman,-1.1348
Holiday Inn Resort Batam,makanannya enak,0.4099,bak mandi,-0.8442
Holiday Inn Resort Batam,layanan antarjemput,0.4032,pihak manajemen,-0.8196
Holiday Inn Resort Batam,bersama keluarga,0.3832,fasilitas dasar,-0.7495
Holiday Inn Resort Batam,pelayanan bagus,0.3811,memasuki bau,-0.6876
Holiday Inn Resort Batam,bersih nyaman,0.3648,air panasnya,-0.6858
Holiday Inn Resort Batam,pengalaman menginap,0.3217,ketika anda,-0.6649
Holiday Inn Resort Batam,kembali lagi,0.3136,masa pandemi,-0.6578
Holiday Inn Resort Batam,ruang permainan,0.3099,tetapi tidak,-0.5914
Holiday Inn Resort Bintan Lagoi Beach,terima kasih,0.4742,layanan pelanggan,-0.909
Holiday Inn Resort Bintan Lagoi Beach,semua staf,0.389,dekat pantai,-0.733
Holiday Inn Resort Bintan Lagoi Beach,kolam renang,0.3187,makan siang,-0.7184
Holiday Inn Resort Bintan Lagoi Beach,pasti kembali,0.2996,baru bagus,-0.7113
Holiday Inn Resort Bintan Lagoi Beach,pak lagoi,0.2909,makan siang restoran,-0.6932
Holiday Inn Resort Bintan Lagoi Beach,ramah membantu,0.2343,makanan aktivitas,-0.5197
Holiday Inn Resort Bintan Lagoi Beach,pengalaman luar,0.2303,tidak tahu,-0.5169
Holiday Inn Resort Bintan Lagoi Beach,tempat bagus,0.227,memberikan terbaik,-0.4819
Holiday Inn Resort Bintan Lagoi Beach,penuh perhatian,0.2176,ramah anak,-0.4182
Holiday Inn Resort Bintan Lagoi Beach,semua orang,0.2158,tidak memiliki,-0.4133
Hotel Indigo Bali Seminyak Beach,dekat pantai,1.1155,mereka tidak,-1.6125
Hotel Indigo Bali Seminyak Beach,pelayanan ramah,1.0576,tolong security,-1.3396
Hotel Indigo Bali Seminyak Beach,staff ramah,1.0022,kurang jelas,-1.2995
Hotel Indigo Bali Seminyak Beach,fasilitas lengkap,0.9218,tidak dapat,-1.1605
Hotel Indigo Bali Seminyak Beach,bersih nyaman,0.7621,tidak sepadan,-1.1323
Hotel Indigo Bali Seminyak Beach,staf ramah,0.6722,tidak tahu,-1.0955
Hotel Indigo Bali Seminyak Beach,makanannya enak,0.6713,star resort,-1.0882
Hotel Indigo Bali Seminyak Beach,lokasi strategis,0.6598,kurang enak,-1.0855
Hotel Indigo Bali Seminyak Beach,bagus nyaman,0.6331,check jam,-1.0512
Hotel Indigo Bali Seminyak Beach,akses pantai,0.6181,atribut ojol,-1.0361
Hotel Indigo Bandung Dago Pakar,kids club,0.8626,ga enak,-1.7057
Hotel Indigo Bandung Dago Pakar,pemandangan indah,0.7932,beberapa pengalaman,-1.3267
Hotel Indigo Bandung Dago Pakar,kolam renang,0.7353,buruk tidak,-1.3066
Hotel Indigo Bandung Dago Pakar,dago pakar,0.7294,tidak ramah,-1.1796
Hotel Indigo Bandung Dago Pakar,pelayanan baik,0.7098,depan lobby,-1.1606
Hotel Indigo Bandung Dago Pakar,terbaik bandung,0.6949,waiting list,-1.152
Hotel Indigo Bandung Dago Pakar,kolam renangnya,0.6946,outdoor breakfast,-1.1456
Hotel Indigo Bandung Dago Pakar,makanannya enak,0.6934,bertanggung jawab,-1.1219
Hotel Indigo Bandung Dago Pakar,staff ramah,0.6448,bagus cuma,-1.1139
Hotel Indigo Bandung Dago Pakar,enak semua,0.6042,tinggal indigo,-1.0957
"Maison Aurelia-Sanur,Bali",berjalan kaki,0.4927,mereka tidak,-1.2791
"Maison Aurelia-Sanur,Bali",tempat bagus,0.4786,kau butuhkan,-1.0055
"Maison Aurelia-Sanur,Bali",lokasi bagus,0.3382,semuanya bagus,-0.923
"Maison Aurelia-Sanur,Bali",setiap hari,0.3361,rasanya tidak,-0.9084
"Maison Aurelia-Sanur,Bali",luas bersih,0.3276,bahkan tidak,-0.8576
"Maison Aurelia-Sanur,Bali",maison aurelia,0.3134,mengatakan bahwa,-0.8517
"Maison Aurelia-Sanur,Bali",tidur nyaman,0.3068,sarapan terbatas,-0.8451
"Maison Aurelia-Sanur,Bali",kecil tidak,0.2865,memiliki kulkas,-0.7808
"Maison Aurelia-Sanur,Bali",terima kasih,0.2834,lokasinya bagus,-0.7682
"Maison Aurelia-Sanur,Bali",menit berjalan,0.2771,tidak tidak,-0.7645
Mercure Bandung City Centre,terima kasih,1.4394,menunggu menit,-1.3583
Mercure Bandung City Centre,makanannya enak,1.144,tempat parkir,-1.2372
Mercure Bandung City Centre,bersih nyaman,1.1316,susah hubungi,-1.2305
Mercure Bandung City Centre,lokasinya strategis,1.0594,pintu mandi,-1.2239
Mercure Bandung City Centre,lokasi strategis,1.0522,tidak peduli,-1.2098
Mercure Bandung City Centre,banyak pilihan,1.0226,tidak memadai,-1.175
Mercure Bandung City Centre,ramah ramah,0.9367,tidak nyaman,-1.1454
Mercure Bandung City Centre,view bagus,0.8813,tidak menyenangkan,-0.9947
Mercure Bandung City Centre,enak enak,0.8748,tempat sampah,-0.9812
Mercure Bandung City Centre,makanan enak,0.8612,double bed,-0.976
Mercure Berau,mercure berau,0.6488,jam siang,-0.7935
Mercure Berau,tempat makan,0.5217,sampai jam,-0.7226
Mercure Berau,rapi bersih,0.4789,terlalu lama,-0.6676
Mercure Berau,tempat bagus,0.4789,menginap namun,-0.6676
Mercure Berau,kamarnya bersih,0.4789,jam check,-0.5261
Mercure Berau,sarapan enak,0.3976,check jam,-0.5261
Mercure Berau,lokasi strategis,0.377,alasan siap,-0.5107
Mercure Berau,terima kasih,0.3507,baru buka,-0.3926
Mercure Berau,staf ramah,0.2937,pun tidak,-0.2852
Mercure Berau,pengalaman menginap menyenangkan,0.2828,menginap malam,-0.2819
Mercure Jakarta Cikini,makanannya enak,1.4018,terlalu kecil,-1.2972
Mercure Jakarta Cikini,staff ramah,1.0434,tidak ramah,-1.2809
Mercure Jakarta Cikini,lokasi strategis,1.0333,kamarnya kecil,-1.2781
Mercure Jakarta Cikini,terima kasih,0.9968,kurang memuaskan,-1.1909
Mercure Jakarta Cikini,pelayanan bagus,0.946,tidak menggunakan,-1.1523
Mercure Jakarta Cikini,pelayanan ramah,0.9361,pelayanan kurang,-1.1503
Mercure Jakarta Cikini,kamarnya bersih,0.9282,makanannya kurang,-1.1415
Mercure Jakarta Cikini,tempat strategis,0.9026,tidak enak,-1.0444
Mercure Jakarta Cikini,nyaman bersih,0.8899,tidak bersih,-1.0357
Mercure Jakarta Cikini,bersih nyaman,0.865,tidak lengkap,-1.0096
Mercure Jakarta Sabang,mercure sabang,1.573,parkir susah,-1.469
Mercure Jakarta Sabang,terima kasih,1.3002,tidak ramah,-1.4068
Mercure Jakarta Sabang,makanannya enak,1.2666,tidak nyaman,-1.3314
Mercure Jakarta Sabang,pusat kota,1.1359,kurang baik,-1.1871
Mercure Jakarta Sabang,lokasi strategis,1.1296,pelayanan kurang,-1.1781
Mercure Jakarta Sabang,lokasinya strategis,0.9313,tidak layak,-1.1123
Mercure Jakarta Sabang,ruang meeting,0.8789,mereka tidak,-1.1039
Mercure Jakarta Sabang,bagus bersih,0.862,ruang rapat,-0.9495
Mercure Jakarta Sabang,layanan baik,0.8278,hanya orang,-0.9148
Mercure Jakarta Sabang,tidak terlalu,0.8252,harus bayar,-0.8968
Mercure Jakarta Simatupang,makanannya enak,1.7518,makanan tidak,-1.2733
Mercure Jakarta Simatupang,makanan enak,1.6831,tidak bekerja,-1.222
Mercure Jakarta Simatupang,pelayanan baik,1.4529,tidak layak,-1.1825
Mercure Jakarta Simatupang,pelayanan ramah,1.2957,pengalaman buruk,-1.0822
Mercure Jakarta Simatupang,mas dandi,1.1378,malah ga,-1.0661
Mercure Jakarta Simatupang,staf ramah,1.0672,lalu lintas,-1.045
Mercure Jakarta Simatupang,pelayanan bagus,1.0588,sekelas mercure,-1.0398
Mercure Jakarta Simatupang,nyaman bersih,0.9838,kurang ramah,-1.0072
Mercure Jakarta Simatupang,sarapan pagi,0.98,kurang nyaman,-0.935
Mercure Jakarta Simatupang,baik ramah,0.9741,tidak stabil,-0.8874
Mercure Madiun,makanan enak,0.7372,tidak nyaman,-1.7896
Mercure Madiun,bersih nyaman,0.5982,sekelas mercure,-1.3766
Mercure Madiun,nyaman bersih,0.5767,hari tdk,-1.0022
Mercure Madiun,makanannya enak,0.5549,awal check,-0.9432
Mercure Madiun,pelayanan ramah,0.4927,krna lg,-0.9109
Mercure Madiun,terima kasih,0.4792,namun tidak,-0.9069
Mercure Madiun,staff ramah,0.415,pas mau,-0.8157
Mercure Madiun,tengah kota,0.4137,tidak begitu,-0.7958
Mercure Madiun,pusat kota,0.3946,bintang tidak,-0.7863
Mercure Madiun,kota madiun,0.3894,bersih good,-0.784
Mercure Pangkalan Bun,terima kasih,0.6157,tolong dong,-1.4744
Mercure Pangkalan Bun,pangkalan bun,0.6085,tidak dapat,-1.2643
Mercure Pangkalan Bun,pelayanan ramah,0.5238,jika anda,-1.2472
Mercure Pangkalan Bun,bersih nyaman,0.4561,orang lain,-1.1759
Mercure Pangkalan Bun,makanan enak,0.4511,entah bagaimana,-1.0236
Mercure Pangkalan Bun,baik ramah,0.4442,makanan layanan,-0.9964
Mercure Pangkalan Bun,tempat tidur,0.4081,menyelesaikan semua,-0.9286
Mercure Pangkalan Bun,pelayanan bagus,0.3949,kurang ramah,-0.8707
Mercure Pangkalan Bun,ramah membantu,0.3596,sesuai standar,-0.8234
Mercure Pangkalan Bun,mercure pangkalan,0.3572,pertama kali,-0.8106
Mercure Pontianak City Centre,lokasi strategis,1.413,taxi online,-1.5225
Mercure Pontianak City Centre,pelayanan bagus,1.2548,variasi makanan,-1.2061
Mercure Pontianak City Centre,pelayanan ramah,1.2492,layanan buruk,-1.2043
Mercure Pontianak City Centre,makanan enak,1.096,memiliki bau,-1.1783
Mercure Pontianak City Centre,pelayanan baik,1.0686,terutama ketika,-1.1567
Mercure Pontianak City Centre,terima kasih,1.0655,tidak sesuai,-1.1329
Mercure Pontianak City Centre,makanannya enak,1.0032,sebagai member,-1.1151
Mercure Pontianak City Centre,pelayanan memuaskan,0.927,pelayanan sedikit,-1.1062
Mercure Pontianak City Centre,kolam renang,0.8994,pintu mandi,-1.0674
Mercure Pontianak City Centre,baik ramah,0.8796,kamarnya bau,-1.0322
Mercure Samarinda,makanan enak,1.1825,kurang ramah,-1.7879
Mercure Samarinda,mercure samarinda,0.9839,tolong perbaiki,-1.3443
Mercure Samarinda,tengah kota,0.8625,kurang menyenangkan,-1.2467
Mercure Samarinda,pelayanan bagus,0.8545,buruk amat,-1.2058
Mercure Samarinda,pelayanan ramah,0.8441,kurang nyaman,-1.203
Mercure Samarinda,tempat bagus,0.7378,tidak ramah,-1.186
Mercure Samarinda,sungai mahakam,0.7214,sampai jam,-1.0981
Mercure Samarinda,banyak pilihan,0.6782,tidak dibersihkan,-1.0359
Mercure Samarinda,terbaik samarinda,0.6611,pintu masuk,-0.9816
Mercure Samarinda,kamarnya bersih,0.6243,mengatakan bahwa,-0.9448
Novotelbangka-Hotel&Convention Centre,pelayanan baik,0.7739,kurang ramah,-1.9583
Novotelbangka-Hotel&Convention Centre,tempat bagus,0.7527,kurang enak,-1.6131
Novotelbangka-Hotel&Convention Centre,pulau bangka,0.7219,terlalu jauh,-1.4484
Novotelbangka-Hotel&Convention Centre,makanannya enak,0.7111,kurang bersih,-1.3775
Novotelbangka-Hotel&Convention Centre,terbaik bangka,0.6868,sedikit kurang,-1.2876
Novotelbangka-Hotel&Convention Centre,hotelnya bagus,0.6221,sarapan kurang,-1.1239
Novotelbangka-Hotel&Convention Centre,pelayanan ramah,0.5878,bagus cuma,-1.0505
Novotelbangka-Hotel&Convention Centre,pangkal pinang,0.5865,wifi tidak,-1.0088
Novotelbangka-Hotel&Convention Centre,kamarnya bersih,0.5851,pakaian renang,-1.0077
Novotelbangka-Hotel&Convention Centre,bagus bersih,0.5637,bagus tinggal,-1.0013
Novotel Banjarmasin Airport,makanan enak,1.4555,kurang bersih,-1.6609
Novotel Banjarmasin Airport,pelayanan baik,1.3867,hampir jam,-1.5879
Novotel Banjarmasin Airport,terima kasih,1.2271,tidak ramah,-1.1962
Novotel Banjarmasin Airport,dekat bandara,1.0647,tidak dibersihkan,-1.1396
Novotel Banjarmasin Airport,pelayanan ramah,1.0549,sekelas novotel,-1.123
Novotel Banjarmasin Airport,pelayanan bagus,1.0469,datang jam,-1.0239
Novotel Banjarmasin Airport,makanannya enak,1.0052,tidak bagus,-0.9958
Novotel Banjarmasin Airport,menginap novotel,0.9763,ruangan bau,-0.9788
Novotel Banjarmasin Airport,bersama keluarga,0.9456,sofa kotor,-0.953
Novotel Banjarmasin Airport,pelayanannya bagus,0.9281,tempat sampah,-0.944
Novotel Jakarta Cikini,makanannya enak,1.4625,parkir sempit,-1.5431
Novotel Jakarta Cikini,breakfast enak,1.4179,parkir susah,-1.3834
Novotel Jakarta Cikini,makanan enak,1.4039,parkirnya sempit,-1.3483
Novotel Jakarta Cikini,mba indah,1.1848,tidak pernah,-1.32
Novotel Jakarta Cikini,terima kasih,1.1592,parkiran sempit,-1.2985
Novotel Jakarta Cikini,pelayanan bagus,1.1472,tidak sopan,-1.2427
Novotel Jakarta Cikini,makan siang,0.9783,tidak bekerja,-1.1269
Novotel Jakarta Cikini,pelayanan baik,0.9516,satu jam,-0.9941
Novotel Jakarta Cikini,pelayanan ramah,0.9439,tidak ramah,-0.9613
Novotel Jakarta Cikini,ramah membantu,0.9231,lagi makan,-0.9165
Novotel Jakarta Mangga Dua Square,pelayanan ramah,1.3899,tidak cocok,-1.4075
Novotel Jakarta Mangga Dua Square,terima kasih,1.3484,pengalaman buruk,-1.3072
Novotel Jakarta Mangga Dua Square,staff ramah,1.2286,pelayanan buruk,-1.2593
Novotel Jakarta Mangga Dua Square,pelayanan bagus,1.2065,tidak profesional,-1.241
Novotel Jakarta Mangga Dua Square,fasilitas lengkap,1.1766,terburuk pernah,-1.1488
Novotel Jakarta Mangga Dua Square,kamarnya bersih,1.1578,aja ga,-1.1337
Novotel Jakarta Mangga Dua Square,bersih nyaman,1.0747,ac tidak,-1.0592
Novotel Jakarta Mangga Dua Square,kamarnya nyaman,1.053,tp ga,-1.0334
Novotel Jakarta Mangga Dua Square,reception ramah,1.0202,mereka tidak,-1.0285
Novotel Jakarta Mangga Dua Square,lokasi strategis,1.0164,tidak merekomendasikan,-1.0249
Novotel Pontianak Convention Centre,pelayanan ramah,1.2711,kurang nyaman,-1.7903
Novotel Pontianak Convention Centre,makanan enak,0.9369,kurang ramah,-1.7034
Novotel Pontianak Convention Centre,harga terjangkau,0.9366,tidak memuaskan,-1.531
Novotel Pontianak Convention Centre,parkir luas,0.9051,kurang bersih,-1.3822
Novotel Pontianak Convention Centre,makanannya enak,0.8303,tidak ramah,-1.2624
Novotel Pontianak Convention Centre,pelayanan bagus,0.7679,bagus cuman,-1.1466
Novotel Pontianak Convention Centre,tempat nyaman,0.7382,pelayanan tidak,-1.1408
Novotel Pontianak Convention Centre,tengah kota,0.732,kurang memuaskan,-1.1347
Novotel Pontianak Convention Centre,parkiran luas,0.6844,tidak berfungsi,-1.0957
Novotel Pontianak Convention Centre,baik ramah,0.6735,turun mobil,-1.082
Novotel Solo,pelayanan baik,1.3581,kurang enak,-1.5545
Novotel Solo,pelayanannya ramah,1.0868,jam sore,-1.479
Novotel Solo,kota solo,1.0787,apa terjadi,-1.1765
Novotel Solo,kolam renang,1.0769,seperti tidak,-1.1579
Novotel Solo,pelayanan ramah,1.0538,tidak masuk,-1.107
Novotel Solo,pelayanan bagus,1.0181,dibawah satu,-1.0551
Novotel Solo,makanan enak,0.9335,sekelas novotel,-1.0285
Novotel Solo,secara keseluruhan,0.8682,pakaian kotor,-1.0127
Novotel Solo,pelayanannya baik,0.8326,tidak baik,-0.991
Novotel Solo,bagus lokasi,0.8324,bersih tidak,-0.9819
Novotel Suites Yogyakarta Maliioboro,mall malioboro,0.9732,tidak nyaman,-1.386
Novotel Suites Yogyakarta Maliioboro,makanannya enak,0.9729,kurang ramah,-1.281
Novotel Suites Yogyakarta Maliioboro,lokasi strategis,0.9648,ruangan lain,-1.2311
Novotel Suites Yogyakarta Maliioboro,staf ramah,0.9524,pengalaman buruk,-1.1932
Novotel Suites Yogyakarta Maliioboro,terima kasih,0.9356,setelah malam,-1.1743
Novotel Suites Yogyakarta Maliioboro,luas bersih,0.9298,lagi ya,-1.0798
Novotel Suites Yogyakarta Maliioboro,banyak pilihan,0.8554,mengatakan bahwa,-1.0667
Novotel Suites Yogyakarta Maliioboro,lokasi bagus,0.8081,house keeping,-1.0064
Novotel Suites Yogyakarta Maliioboro,jalan malioboro,0.7994,bintang rasa,-0.9962
Novotel Suites Yogyakarta Maliioboro,lokasinya strategis,0.7961,mengatakan kepada,-0.9869
Tamarind-Nusa Lembongan Bali,nusa lembongan,0.5235,sama tidak,-1.0826
Tamarind-Nusa Lembongan Bali,terima kasih,0.454,mereka mengatakan,-0.8731
Tamarind-Nusa Lembongan Bali,tamarind resort,0.3669,tidak dapat,-0.864
Tamarind-Nusa Lembongan Bali,stafnya ramah,0.3299,benarbenar menunjukkan,-0.7062
Tamarind-Nusa Lembongan Bali,tinggal sini,0.3201,staf khusus,-0.6928
Tamarind-Nusa Lembongan Bali,tempat bagus,0.296,anda harus,-0.6529
Tamarind-Nusa Lembongan Bali,semua staf,0.2917,tidak punya,-0.6446
Tamarind-Nusa Lembongan Bali,pemandangan indah,0.2773,hijau dll,-0.634
Tamarind-Nusa Lembongan Bali,pemandangan luar,0.2445,kembali tempat,-0.6208
Tamarind-Nusa Lembongan Bali,bagus staf,0.2371,tidak memiliki,-0.609
The Alana,pelayanan baik,1.5038,tidak ramah,-1.3133
The Alana,lokasi strategis,1.4536,mandi bau,-1.1976
The Alana,pelayanan ramah,1.4457,tempat tidur,-1.1692
The Alana,mba dewi,1.3637,naik turun,-1.1553
The Alana,terima kasih,1.2958,pelayanan lama,-1.1311
The Alana,pelayanan bagus,1.19,jam pagi,-1.0906
The Alana,anggur jawa,1.1769,tidak sopan,-1.0633
The Alana,makanannya enak,1.1755,ga sesuai,-1.0497
The Alana,makanan enak,1.1502,tidak tahu,-1.0442
The Alana,kak ika,1.1094,pelayanan kurang,-1.005
Voco Bali Seminyak,kolam renang,0.5503,tidak tersedia,-0.9507
Voco Bali Seminyak,terima kasih,0.506,selama seminggu,-0.8353
Voco Bali Seminyak,staf ramah,0.4833,pilihan baik,-0.609
Voco Bali Seminyak,tidak banyak,0.3767,penjaga keamanan,-0.5341
Voco Bali Seminyak,bagus lokasi,0.3752,tidak pernah,-0.5151
Voco Bali Seminyak,tinggal sini,0.361,salah satu,-0.4363
Voco Bali Seminyak,voco bali,0.341,terlalu banyak,-0.4151
Voco Bali Seminyak,baik dianjurkan,0.3257,memiliki pengalaman,-0.3754
Voco Bali Seminyak,tinggal voco,0.3227,kunci tidak,-0.3738
Voco Bali Seminyak,lokasi strategis,0.3208,masih terasa,-0.3641
YELLO Hotelharmoni-Jakarta,terima kasih,1.5948,pelayanan buruk,-1.434
YELLO Hotelharmoni-Jakarta,makanannya enak,1.3636,tidak ramah,-1.1026
YELLO Hotelharmoni-Jakarta,mba siska,1.2543,tidak menyediakan,-1.0332
YELLO Hotelharmoni-Jakarta,kamarnya bersih,1.2502,cuma buat,-0.9448
YELLO Hotelharmoni-Jakarta,staff ramah,1.2234,tidak mau,-0.9425
YELLO Hotelharmoni-Jakarta,bang choirul,1.2153,tidak nyaman,-0.9307
YELLO Hotelharmoni-Jakarta,pelayanan ramah,1.1912,ruang merokok,-0.9214
YELLO Hotelharmoni-Jakarta,hotelnya bagus,1.1551,mereka tidak,-0.9163
YELLO Hotelharmoni-Jakarta,mas choirul,1.0992,pelayanannya buruk,-0.8651
YELLO Hotelharmoni-Jakarta,makanan enak,1.0988,jam siang,-0.8468
YELLO Hotel Paskal-Bandung,tempat bagus,1.0542,tidak bagus,-1.5868
YELLO Hotel Paskal-Bandung,mall paskal,0.9859,kamarnya sempit,-1.3438
YELLO Hotel Paskal-Bandung,lokasi strategis,0.9316,room tidak,-1.2942
YELLO Hotel Paskal-Bandung,hotelnya bagus,0.8422,tidak ramah,-1.2462
YELLO Hotel Paskal-Bandung,pelayanan ramah,0.8378,sering menginap,-1.1993
YELLO Hotel Paskal-Bandung,bersih nyaman,0.8004,tp tetap,-1.1688
YELLO Hotel Paskal-Bandung,banyak pilihan,0.7706,nonton tv,-1.1608
YELLO Hotel Paskal-Bandung,kota bandung,0.7212,khusus tamu,-1.0964
YELLO Hotel Paskal-Bandung,mall jadi,0.7139,tp pelayanan,-1.0884
YELLO Hotel Paskal-Bandung,makanan enak,0.7055,kurang kedap,-1.0196
Batam Marriot Hotel Habour Bay,terima kasih,0.8095,pernah masuk,-1.2641
Batam Marriot Hotel Habour Bay,terminal ferry,0.7124,hampir menit,-0.9993
Batam Marriot Hotel Habour Bay,staf ramah,0.6404,waktu lama,-0.9948
Batam Marriot Hotel Habour Bay,terbaik batam,0.5821,menginap malam,-0.8399
Batam Marriot Hotel Habour Bay,makanan enak,0.5466,orang lain,-0.8329
Batam Marriot Hotel Habour Bay,matahari terbenam,0.5301,tidak nyaman,-0.8273
Batam Marriot Hotel Habour Bay,harbour bay,0.5164,secara umum,-0.796
Batam Marriot Hotel Habour Bay,tinggal sini,0.507,malam hari,-0.7949
Batam Marriot Hotel Habour Bay,kota batam,0.4628,mereka tidak,-0.768
Batam Marriot Hotel Habour Bay,lokasi bagus,0.4442,pencuci mulut,-0.7548
Best Western Premier Panbil-Batam,terima kasih,1.1493,tidak ramah,-1.5378
Best Western Premier Panbil-Batam,layanan baik,0.9737,tidak sopan,-1.5204
Best Western Premier Panbil-Batam,makanan enak,0.798,pengalaman buruk,-1.2869
Best Western Premier Panbil-Batam,pelayanan baik,0.7784,online tidak,-1.122
Best Western Premier Panbil-Batam,salah satu,0.7048,air galon,-0.9736
Best Western Premier Panbil-Batam,hotelnya bagus,0.6802,tidak pernah,-0.9211
Best Western Premier Panbil-Batam,mini bar,0.6393,naik motor,-0.8537
Best Western Premier Panbil-Batam,staf ramah,0.6063,tidak banyak,-0.8375
Best Western Premier Panbil-Batam,kolam renang,0.6044,kurang ramah,-0.8314
Best Western Premier Panbil-Batam,tidur nyaman,0.6,tidak nyaman,-0.8193
Grand Aston City Hall-Medan,grand cityhall,1.7726,tidak ramah,-1.1674
Grand Aston City Hall-Medan,pelayanannya ramah,1.3367,terlalu lama,-1.1525
Grand Aston City Hall-Medan,kamarnya bagus,1.1027,jam pagi,-1.1202
Grand Aston City Hall-Medan,semua staf,1.0224,kurang ramah,-1.0995
Grand Aston City Hall-Medan,pusat kota,1.0183,pelayanan kurang,-1.0806
Grand Aston City Hall-Medan,staf ramah,1.013,tidak berfungsi,-0.9304
Grand Aston City Hall-Medan,enak semua,0.9661,sampai jam,-0.9282
Grand Aston City Hall-Medan,pertama kali,0.9581,tidak bagus,-0.8954
Grand Aston City Hall-Medan,stafnya ramah,0.9472,kurang bersih,-0.8394
Grand Aston City Hall-Medan,ji long,0.8709,pelayanannya buruk,-0.8081
Inter Continental Bali Resort-Bali,terima kasih,0.8992,mereka tidak,-0.9458
Inter Continental Bali Resort-Bali,staf luar,0.8158,kunjung datang,-0.7848
Inter Continental Bali Resort-Bali,pengalaman luar,0.7064,tidak menerima,-0.7463
Inter Continental Bali Resort-Bali,tinggal sini,0.6655,tamu luar,-0.6822
Inter Continental Bali Resort-Bali,penuh perhatian,0.6387,pengalaman buruk,-0.6074
Inter Continental Bali Resort-Bali,kolam renang,0.6096,terburuk pernah,-0.5855
