User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Barra Mahatva,2025,3,menginap pada hari Jumat 26 12 2025 secara umum layanannya oke tapi ada beberapa hal yang perlu diperhatikan 1 basement 3 tidak tercover oleh lift ini sangat merepotkan ketika kita datang tidak ada petugas yang mengarahkan ke lobi untuk reservasi maka kita langsung masuk ke parkir diarahkan ke basement 3 karena b1 dan b2 sudah penuh akhirnya kita harus ngangkat barang2 kita termasuk koper besar menuju basement 2 dengan naik tangga manual untuk petugas parkir perlu ditingkatkan kompetensi nya harus berhenti dulu ditanya mau memeriksa masuk atau tidak langsung mengarahkan ke b3 lebih mengecewakan lagi ketika sampai b2 ternyata masih ada beberapa,KOMPETITOR,Bintang 4,TheAlana,negative,0.9404118061065674,Service Quality,"Service Quality (0.87); Facilities & Amenities (0.75); Location, Accessibility & Parking (0.69)"
Sendy Pratiwi,2025,4,kamar nyaman staf sangat membantu mba malika staf di resto sangat ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990087747573853,Room Quality & Comfort,Room Quality & Comfort (1.00); Facilities & Amenities (1.00); Guest Experience (0.99)
Gusti Ketut,2025,5,kamarnya bersih kamar mandi juga lumayan king bed size nya juga mantap pengaturan kulkas nya juga tidak hitung2 an dinginya oke untuk simpan buah dan makanan view arah gunung lebih oke view arah timur kurang oke karena ada gudang kosong di sebelah hotel gym nya bersih alatnya bagus untuk level hotel kalau sudah biasa gym di klub gym besar memang tidak bisa dibedakan makanan variasi dan rasanya masih bintang 4 lah untuk harga segitu mestinya variasi lebih banyak Eropa baru ditambahin pesan kopi capucino di resto juga diminta untuk membayar lagi mestinya jika milik kafe mendingan saat ditutup sarapan atau skalian dikasi pengalaman gratis di hotel sekelas,KOMPETITOR,Bintang 4,TheAlana,positive,0.998868465423584,Facilities & Amenities,Facilities & Amenities (0.92); Food & Beverage (0.80); Pricing & Value for Money (0.80)
dian Cahyo setianingtyas,2025,5,pertama kali menginap di hotel alana di kamar junior suite kami pesan 2 kamar junior suite untuk saya dan suami dan 2 anak kami kamarnya luas sekali secara keseluruhan untuk kamar oke cuman kamar mandi jika kita mandi udara agak menggenang tapi tidak terlalu mengganggu untuk sarapan ada pengalaman yang sangat kurang mengenakan kebetulan ditanya nomor kamar oleh petugas wanita karena kami turun jam 8 jam saat jam makan memang penuh dan mbanya langsung bilang penuh bu mungkin ibu bisa menunggu di kamar nanti kami hubungi melalui telepon saya bengong mendengar petugas resto bilang seperti itu baru pertama kali terjadi ini kita disuruh kembali ke kamar menunggu di kamar dan dihubungi lagi suami saya nanti dan protes,KOMPETITOR,Bintang 4,TheAlana,positive,0.7079120874404907,Guest Experience,Guest Experience (0.85); Booking & Reservation Experience (0.78); Check in/out Experience (0.76)
Otong Rukmana,2025,5,sarapan enak enak dan kamarnya nya sangat nyaman pelayanan staf juga ramah ramah seperti mba ika,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993614554405212,Facilities & Amenities,Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.99); Room Quality & Comfort (0.99)
Daun Tanah,2025,5,makanan sarapan ny banyak dan berbagai macam minumannya juga seger dan fasilitas kamarnya oke banget pelayanannya sangat baik dan ramah untuk anggur jawawanya juga mantap terimakasih kak dewi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994483590126038,Facilities & Amenities,Facilities & Amenities (0.99); Food & Beverage (0.98); Service Quality (0.98)
Ramadhana Agung,2025,5,untuk pelayanan oke makanan juga enak kamar bersih dan wangi untuk pelayanan dari staf bernama annisa baik dan ramah sekali,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990563988685608,Service Quality,"Service Quality (1.00); Cleanliness, Hygiene & Maintenance (1.00); Guest Experience (1.00)"
Bangun Indus,2025,5,pelayanan baik kamar bersih makanan baik mbak ika pelayanan baik ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991456270217896,Guest Experience,"Guest Experience (1.00); Service Quality (1.00); Cleanliness, Hygiene & Maintenance (0.99)"
Beni Hadi santoso,2025,5,pelayanan baru sudah baik pertahankan terus dan semakin ditingkatkan untuk fasilitas baru sudah cukup tidak menyesal untuk menginap di sini makanan di sarapan juga enak lezat mantapp pelayannya ramahh mba dewi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993719458580017,Service Quality,Service Quality (1.00); Guest Experience (0.99); Staff Conduct & Hospitality (0.97)
rasyid hidayat,2025,5,menginap di hotel alana sangat memuaskan fasilitas lengkap kamar harum dan restoran mewah sangat luas makanan juga bervariasi untuk pelayanan jugaa sangat baik disambut dengan mba ika yang ramah terimakasih mba ika berikutnya ke alana lagii,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994565844535828,Facilities & Amenities,Facilities & Amenities (1.00); Staff Conduct & Hospitality (0.98); Service Quality (0.98)
Nanda Destara,2025,5,menginap di Alana dengan keluarga besar selama 1 malam untuk fasilitas sudah baik proses cek masuk cepat kamar oke dan sarapannya hari ini cukup enak dan lengkap pelayanan baik dan ramah sekali dengan pelayan nya kak dewi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993984699249268,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (1.00); Facilities & Amenities (0.99); Family & Group Friendly (0.99)
Batik Ayyu,2025,5,hotelnya ditengah kota nyaman dari masuk lobi pelayanan baik secara online jg langsung kamar bersih ac fasilitas laene oke sarapan lengkap tanya ada madukah langsung diambilkan jg dianter ke meja terbaik insyaallah jika membutuhkan tempat untuk ketenangan jg istirahat kami akan kembali ke hotel alana solo terbaik regrads,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994932413101196,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.99); Service Efficiency & Responsiveness (0.97)
Idha Nurhaliza,2025,5,makanan nya enak sekalih pelayanan nya juga ramahh dan nyaman murah senyum sangat bagus pokoknya pasti balik lagi ke sini sihh buat sarapan nya apalagi kak ikaa sangat ramahh,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995055198669434,Facilities & Amenities,Facilities & Amenities (0.98); Guest Experience (0.98); Staff Conduct & Hospitality (0.98)
Arie Soeryono,2025,5,sebelumnya saya mohon maaf kepada pihak manajemen hotel alana saya mendapat pemberitahuan dari email mengenai rating yang tidak saya lakukan mungkin secara tidak sengaja tertekan ketika saya masuk ke dalam tas justru tanggapan permintaan maaf saya terima dari manajemen hotel ini saya pergi ke hotel alana untuk bertemu dengan relasi di lobi sekitar 2 jam dan pelayanan dari resepsionis sampai pihak keamanan sangat profesional justru saya terkejut karena saya merasa tidak memberikan rating sekali lagi saya mohon maaf bahkan saya terkesan dengan pelayanannya yang profesional dan ramah,KOMPETITOR,Bintang 4,TheAlana,negative,0.9971990585327148,Guest Experience,Guest Experience (0.90); Check in/out Experience (0.86); Service Quality (0.79)
Farhan Syah,2025,5,pengalaman saya menginap dialana hotel solo merasakan keindahan yang luar biasa kami 3 hari di sini dan sangat nyaman sekali di sini kami dibagaikan raja opeh semua staf staf semua makanan di restoran juga sangat enqk enak ngga ada dua dua baru ada minuman anggur jawa juga yang terasa kayak herbal tapi hangat dibadan pelayanan baik semua ramah sangat membantu dengan mas roy iskandar dan semua trainee resto juga membantu terima kasih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992185831069946,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.97); Family & Group Friendly (0.93); Facilities & Amenities (0.93)
Amarilis Setyanti,2025,5,untuk kamar cukup luas bantal dan kasurnya enak bersih yang agak mengganggu buat kami ac yang terlalu dingin kami sudah matikan ac dari siang sampai besok masih dingin saya sempatkan renang juga kolam renangnya bersih walaupun terasa sekali kaporitnya ketika kamu mau renang tidak ada penjaga jadi tidak tahu pinjam kunci loket dimana karena akan simpan tas sarapan cukup beragam dari buah salad barat dan masakan nusantara anggur jawawanya enak lokasi masih minggir dari pusat kota saat mau ke alun2 lumayan jauh,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992656111717224,Facilities & Amenities,"Facilities & Amenities (0.97); Cleanliness, Hygiene & Maintenance (0.94); Service Quality (0.93)"
Paweepong Suntharow,2025,5,kamar dan sarapan yang sangat baik tapi AC masuk gym sangat buruk dan panas untuk pelayan hari ini mrs dewi melakukan kinerja yang sangat baik masuk layanan dan layanan keseluruhan adalah luar biasa,KOMPETITOR,Bintang 4,TheAlana,positive,0.9914219975471497,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (1.00); Service Quality (1.00); Staff Conduct & Hospitality (0.99)
Nini Meidila,2025,5,pelayanan restaurant sangat ramah anggur jawa yang di sajikan enak sekali juga makanan pagi ini sangat enak terimakasih staf restoran care sekali kepada kami,KOMPETITOR,Bintang 4,TheAlana,positive,0.9984619617462158,Service Quality,Service Quality (0.98); Staff Conduct & Hospitality (0.96); Food & Beverage (0.95)
Genta Wahyu,2025,5,makanan sarapan sangat lengkap dan lezat ada anggur jawa juga variasi dari wedang modern mantap banget pelayanan sudah sangat baik dan ramah sangat membantu kak dewi terima kasih banyak,KOMPETITOR,Bintang 4,TheAlana,positive,0.999303936958313,Service Quality,Service Quality (0.98); Service Efficiency & Responsiveness (0.98); Food & Beverage (0.96)
๛Zaskia Channel๛,2025,5,Hotel yang nyaman strategis posisinya aku suka hotel ini,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994064569473267,Facilities & Amenities,"Facilities & Amenities (0.96); Room Quality & Comfort (0.96); Loyalty, Recommendation & Appreciation (0.82)"
Septiana Fitri Maria,2025,5,Hotel ini sangat bagus masuk banyak aspek kecuali makanan dan layanan masuk ruang makan selama 10 hari tinggal saya jarang mengambil sarapan saya karena menu selalu sama selain itu layanan dari staf masuk restoran juga perlu meningkatkan ketika saya tidak memiliki banyak waktu untuk makan saya hanya meminta mereka untuk membawa saya kotak untuk mengambil 12 potong roti saya melihat mereka terlalu lambat untuk bergerak dan masih melakukan sesuatu yang lain sementara mengetahui bahwa saya masuk buru-buru itu membuat saya merasa kecewa ketika waktu sangat berharga bagi saya tetapi jika berbicara tentang bagaimana staf lain memperlakukan saya kebersihan dan com,KOMPETITOR,Bintang 4,TheAlana,negative,0.9704121947288513,Facilities & Amenities,Facilities & Amenities (1.00); Food & Beverage (0.99); Guest Experience (0.93)
Sabar Slalu,2025,5,cocok deh buat liburan hotelnya nyaman,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993661046028137,Facilities & Amenities,Facilities & Amenities (0.89); Room Quality & Comfort (0.88); Family & Group Friendly (0.82)
Adhis Prihantara,2025,5,alana hotel terbaik di solo dan semua terkait pelayananya sangat sangat baik dan total mungkin saya ketik aga panjang sdkit bbrpa titik yang saya tangkap selama menginap di hotel ini 1 makanan nya semua sangat enak dan variasi menu setiap harinya sangat oke bhkan smpe ada menu soto boyolali dan bubur biji salak 2 semua staf yang bekerja selalu ramahnya ndak umom semua di sapa dan di kasih senyum dan terbaik ya adalah semua kebiasaan saya bertanya apa ada yang bisa membantu itu gila sih layanan nya 3 secara proses pemesanan ci dan co pun praktis dan responsif banget saya ada satu nama mbak fo nya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9986458420753479,Staff Conduct & Hospitality,Staff Conduct & Hospitality (1.00); Facilities & Amenities (1.00); Service Quality (1.00)
Soelistio Wati,2025,5,Hotel tengah kota yang sangat nyaman dan anak-anak ramah anak2 puas ortu senang makanan variatif enak banyak pilihan sukai,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994538426399231,Facilities & Amenities,Facilities & Amenities (0.99); Family & Group Friendly (0.98); Guest Experience (0.96)
Adhitya Nur Pratama,2025,5,pelayanan ramah pintu nya langsung sigap menyambut ketika datang dan sambut dengan ramah meskipun sampai lokasi malam sudah jam 2200 bagian fnb juga ramah melayani saat sarapan kamarnya nyaman meskipun ac dimatikan kamar tetap adem dingin tidak takut ke hausan karna habis minum udara di kamar karena di setiap lantai tersedia dispenser pada 24 jam pergi hijau tidak botol plastik makanan sarapan juga beragam dan enak lokasi strategis depan hotel ada soto segar dan kopi membuat ngopi ngopi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995080232620239,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.99); Facilities & Amenities (0.99); Service Quality (0.99)
Ainuraja Arifandani,2025,5,pertama pengalaman menginap dihotel solo ya di alana solo servicenya sebagus dan seramah itu dilayani dengan baik mulai dari menginap hingga checkout waktu sarapan di greeting dengan ramah dan ceria bikin mood naik jadi tidak ketinggalan menu yang selalu up to date pastinya enak banget dong pelayanan yang gercep dan ramah terima kasih mba ika dan mba dewii kalau pulang kampung pasti nginep disini liburan berikutnya ajak teman buat keliling solo dan pastinya nginep disini lagi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992960691452026,Service Quality,Service Quality (1.00); Check in/out Experience (1.00); Service Efficiency & Responsiveness (0.99)
Abdul Kholik,2025,5,pelayanan di resto khususnya dengan mba ika bagus dan ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993343949317932,Service Quality,Service Quality (0.99); Staff Conduct & Hospitality (0.99); Food & Beverage (0.99)
Widya Jpr,2025,5,makannya enak pelayanan kak ika sngat ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992009997367859,Guest Experience,Guest Experience (0.99); Service Quality (0.99); Staff Conduct & Hospitality (0.96)
Agung Izul,2025,5,makanan resto banyak bervariasi tapi kurang kopi pakai teko nya kalau dari mesin antri lama,KOMPETITOR,Bintang 4,TheAlana,negative,0.953272819519043,Food & Beverage,Food & Beverage (0.87); Sustainability & Environmental Quality (0.52); Service Quality (0.43)
Siti Rachma,2025,5,selalu menjadi hotel langganan karena lokasi hotel yang strategis menu makanannya terbaik semua pelayanannya cepat tanggap pertahankan ya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994025230407715,Service Efficiency & Responsiveness,"Service Efficiency & Responsiveness (0.99); Service Quality (0.99); Loyalty, Recommendation & Appreciation (0.97)"
Whima Edy Nugroho,2025,4,Saran ada parkir valet bagi pelanggan sarapan enak menu bubur sumsum lama tidak ada saat sarapan kantor depan kurang responsif pelayanan restoran bintang 5,KOMPETITOR,Bintang 4,TheAlana,negative,0.8608137965202332,Service Quality,"Service Quality (0.99); Location, Accessibility & Parking (0.93); Guest Experience (0.93)"
candra wibawa,2025,5,terima kasih mbk malika dan mbk virginia sudah membantu kami selama menikmati hidangan di resto alana hotel solo makanannya enak dan variasinya banyak,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992644190788269,Guest Experience,Guest Experience (0.95); Service Quality (0.95); Food & Beverage (0.94)
Yanti Efendi,2025,5,Staff sangat ramah dan membantu ini sangat menarik sarapan sementara staf berjalan-jalan di sekitar untuk menawarkan makanan dan minuman khusus mereka menu sarapan benar-benar bersih dan siap menjaga yang baik semua yang terbaik untuk Anda,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990702271461487,Food & Beverage,Food & Beverage (1.00); Staff Conduct & Hospitality (1.00); Guest Experience (1.00)
Kim jong Unch,2025,5,Pelayananya joss banget sudah kesekiankalinya tinggal di sini dan yap selalu memuaskan tidak pernah mengecewakan lobbynya luass ada taman bermainya juga jdi sembari cek di anakku bisa main dulu kamarnya oke wangii fasilitas juga komplit menu sarapannya berfariasi ada jajanan pasar paling fav jauh sayurnya pelayananya juga banguss sangat ramah sikap baik terimakasih kak ika kak dewi untuk pelayananya selanjutnya pasti balik lagi,KOMPETITOR,Bintang 4,TheAlana,positive,0.999504804611206,Facilities & Amenities,Facilities & Amenities (0.99); Guest Experience (0.96); Service Quality (0.96)
Tian Nur,2025,1,pengalaman buruk menginap di sini kamar yang katanya sarapan gratis malah bikin sakit hati resepsionis ketika cek masuk tidak menjelaskan kalau anak2 ada tambahn biaya sarapan saya cekin jam 10 malam atas nama anak saya saya saya sempat sedikit cerita hal ini bahwa kami menginap bertiga yaitu saya suami dan anak jadi di sini resepsionis sudah tahu saya bawa anak resepsionis hanya menginfokan sarapan gratis letak kolam letak fitnes dan pengawasan yang bisa di mintai tolong layaknya bellboy btw juga skuriti yang di maksud tidak ada ketika saya akan mengangkut barang ke atas ketika bangun tidur kita bertiga mau makan anak saya di mintai,KOMPETITOR,Bintang 4,TheAlana,negative,0.9938663840293884,Facilities & Amenities,Facilities & Amenities (0.98); Check in/out Experience (0.77); Guest Experience (0.71)
Bayu Andhiny Triasari,2025,5,Hotel nya nyaman banget selalu suka kalau ke solo nginep disini petugas hotel nya ramah cepat respon makanan nya enak kamarnya bersih dan nyaman suka itu,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994102716445923,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (1.00); Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.98)
Wahyu Ary,2025,5,kamar tidur dan kamar mandi selalu rapih dan dibersihkan makanannya enak2 saya suka mie kokcoknya view kamar ke timur bangun pagi lgsg liat gunung lawu ke barat liat gunung merapi dan merbabu ada kolam renang dan gym keamanan oke,KOMPETITOR,Bintang 4,TheAlana,positive,0.9996147155761719,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Facilities & Amenities (0.99); Service Quality (0.99)"
02 Arzaaqin Aline Fauqi Xll boga 2,2025,5,Sangat nyaman ketika lagi di resto semua makanan enak enak ada batagor bakpau sampai ada nasi liwet juga yang super endull ada minuman hangat anggur jawa juga kaya jamu tapi lebih enakan dan bikin enteng ada satu yang ngga saya suka dari wangi nya didalam lift yang bikin mual saran saya memperbaiki diganti yang biasa saja pelayanan sungguh ramah baik dengan pak roy iskandar baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9982820749282837,Facilities & Amenities,Facilities & Amenities (0.78); Guest Experience (0.76); Service Quality (0.73)
Reita R,2025,4,kamarnya bagus dan luas pelayanan sangat ramah makanan cukup enak hanya saja kadang cepat habis untuk variasi makanan bisa diperbanyak terutama yang untuk anak2 secara keseluruhan puas menginap di sini terima kasih pagi ini dengan pelayan mba dewi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992326498031616,Guest Experience,Guest Experience (0.96); Facilities & Amenities (0.94); Service Quality (0.93)
